3456181  24 0 1310.73987 0.79444 0.79454 2.80155 0.23343 0.20120  4.21566 0.88427 1.13295 > 6.
3456181  24 1 1334.23013 0.69220 0.60347                                                  > 6.
3456181  24 2 1356.35093 1.78805 1.26684                                                    0.26
3456181  25 0 1364.42623 0.69885 0.76567 2.32650 0.24373 0.15831  4.58657 1.15207 1.20481   2.52
3456181  25 1 1391.33650 1.37352 1.24129                                                    2.29
3456181  10 2  626.26479 1.72047 1.62119                                                    0.19
3456181  11 0  632.19663 0.55594 0.66973 2.08589 0.28148 0.35220  1.34753 0.56634 0.85584 > 6.
3456181  11 1  653.32603 0.28717 0.31589                                                  > 6.
3456181  11 2  675.36594 1.21528 1.05188                                                    1.27
3456181  12 0  681.59550 0.32268 0.36238 3.40315 0.29045 0.25088  2.45683 0.64957 0.76478 > 6.
3456181  12 1  702.73766 0.34191 0.36747                                                  > 6.
3456181  12 2  726.93493 0.96547 1.18724                                                  > 6.
3456181  13 0  731.85069 0.49652 0.51728 3.83773 0.28076 0.29318  3.56430 0.86895 0.82921 > 6.
3456181  13 1  753.94489 0.26138 0.27390                                                  > 6.
3456181  13 2  779.58608 0.65630 0.68005                                                  > 6.
3456181  14 0  784.15765 0.32144 0.38696 4.28718 0.19790 0.32216  3.31845 0.79685 0.80315 > 6.
3456181  14 1  806.15390 0.27673 0.24298                                                  > 6.
3456181  14 2  832.75988 0.55010 0.52850                                                  > 6.
3456181  15 0  837.06715 0.26777 0.30430 4.70947 0.24428 0.28062  2.88353 0.64639 0.77797 > 6.
3456181  15 1  859.13710 0.25303 0.21895                                                  > 6.
3456181  15 2  885.10245 0.59486 0.54072                                                  > 6.
3456181  16 0  889.33684 0.35921 0.43051 5.53756 0.30498 0.25962  4.02359 0.62747 0.60546 > 6.
3456181  16 1  911.30096 0.21805 0.20819                                                  > 6.
3456181  16 2  936.31170 0.52565 0.49489                                                  > 6.
3456181  17 0  940.71341 0.36032 0.35993 5.73949 0.21076 0.31030  3.46711 0.39664 0.61477 > 6.
3456181  17 1  962.46057 0.19334 0.19371                                                  > 6.
3456181  17 2  987.16145 0.48419 0.43045                                                  > 6.
3456181  18 0  992.25714 0.30323 0.32792 5.88297 0.23436 0.31529  3.37510 0.40279 0.67255 > 6.
3456181  18 1 1014.03174 0.23554 0.22533                                                  > 6.
3456181  18 2 1039.84606 0.75337 0.69484                                                  > 6.
3456181  19 0 1043.25619 0.53356 0.54187 5.38140 0.23187 0.27120  4.56109 0.52592 0.73049 > 6.
3456181  19 1 1067.21304 0.25274 0.27201                                                  > 6.
3456181  19 2 1094.31814 0.69728 0.65566                                                  > 6.
3456181  20 0 1097.55359 0.48895 0.49970 4.72799 0.23237 0.25681  4.35494 0.71799 0.66254 > 6.
3456181  20 1 1120.98494 0.32602 0.31458                                                  > 6.
3456181  20 2 1146.73227 0.69125 0.68780                                                  > 6.
3456181  21 0 1150.17359 0.50649 0.63756 4.28080 0.25386 0.20323  4.40873 0.76205 0.66458 > 6.
3456181  21 1 1174.87892 0.38375 0.38040                                                  > 6.
3456181  21 2 1200.46168 0.91634 1.24422                                                  > 6.
3456181  22 0 1202.88753 0.76539 0.67185 3.94309 0.25668 0.20272  5.93566 0.77751 0.83571 > 6.
3456181  22 1 1228.47717 0.56187 0.67475                                                  > 6.
3456181  22 2 1252.40509 1.44298 1.94273                                                  > 6.
3456181  23 0 1255.23649 1.25161 0.96663 2.91716 0.21108 0.24238  6.91436 1.54586 1.24849 > 6.
3456181  23 1 1281.17998 0.54489 0.53933                                                  > 6.
3456181  23 2 1306.09283 1.30863 1.22398                                                  > 6.
